truth,dirty
13089024,13089012
13089060,13089059
13089096,13089099
13089132,13089132
13089168,13089170
13089204,13089200
13089240,13089231
13089276,13089275
13089312,13089305
13089348,13089345
13089384,13089378
13089420,13089420
13089456,13089450
13089492,13089488
13089528,13089537
13089564,13089562
13089600,13089598
13089636,13089640
13089672,13089672
13089708,13089713
13089744,13089744
13089780,13089780
13089816,13089813
13089852,13089857
13089888,13089888
13089924,13089923
13089960,13089968
13089996,13089984
13090032,13090027
13090068,13090070
13090104,13090098
13090140,13090135
13090176,13090177
13090212,13090211
13090248,13090249
13090284,13090279
13090320,13090319
13090356,13090352
13090392,13090386
13090428,13090422
13090464,13090465
13090500,13090487
13090536,13090533
13090572,13090565
13090608,13090608
13090644,13090641
13090680,13090681
13090716,13090716
13090752,13090741
13090788,13090788
13090824,13090821
13090860,13090859
13090896,13090893
13090932,13090932
13090968,13090977
13091004,13091002
13091040,13091049
13091076,13091071
13091112,13091109
13091148,13091152
13091184,13091183
13091220,13091221
13091256,13091256
13091292,13091298
13091328,13091320
13091364,13091358
13091400,13091400
13091436,13091447
13091472,13091467
13091508,13091508
13091544,13091551
13091580,13091582
13091616,13091625
13091652,13091643
13091688,13091681
13091724,13091713
13091760,13091756
13091796,13091796
13091832,13091826
13091868,13091868
13091904,13091904
13091940,13091935
13091976,13091976
13092012,13092007
13092048,13092042
13092084,13092087
13092120,13092127
13092156,13092158
13092192,13092188
13092228,13092228
13092264,13092266
13092300,13092300
13092336,13092334
13092372,13092357
13092408,13092409
13092444,13092443
13092480,13092479
13092516,13092511
13092552,13092540
13092588,13092586
13092624,13092627
13092660,13092661
13092696,13092692
13092732,13092731
13092768,13092765
13092804,13092792
13092840,13092839
13092876,13092881
13092912,13092919
13092948,13092945
13092984,13092984
13093020,13093009
13093056,13093049
13093092,13093092
13093128,13093128
13093164,13093155
13093200,13093194
13093236,13093231
13093272,13093273
13093308,13093305
13093344,13093343
13093380,13093383
13093416,13093416
13093452,13093445
13093488,13093487
13093524,13093517
13093560,13093559
13093596,13093599
13093632,13093634
13093668,13093669
13093704,13093704
13093740,13093742
13093776,13093776
13093812,13093813
13093848,13093847
13093884,13093884
13093920,13093920
13093956,13093958
13093992,13093995
13094028,13094024
13094064,13094057
13094100,13094098
13094136,13094143
13094172,13094173
13094208,13094195
13094244,13094245
13094280,13094274
13094316,13094315
13094352,13094343
13094388,13094375
13094424,13094430
13094460,13094463
13094496,13094501
13094532,13094533
13094568,13094559
13094604,13094612
13094640,13094624
13094676,13094674
13094712,13094707
13094748,13094743
13094784,13094771
13094820,13094811
13094856,13094852
13094892,13094897
13094928,13094922
13094964,13094964
13095000,13095000
13095036,13095038
13095072,13095068
13095108,13095111
13095144,13095137
13095180,13095181
13095216,13095211
13095252,13095247
13095288,13095284
13095324,13095315
13095360,13095354
13095396,13095396
13095432,13095433
13095468,13095466
13095504,13095507
13095540,13095531
13095576,13095574
13095612,13095613
13095648,13095650
13095684,13095683
13095720,13095729
13095756,13095756
13095792,13095785
13095828,13095828
13095864,13095855
13095900,13095903
13095936,13095933
13095972,13095968
13096008,13096008
13096044,13096042
13096080,13096068
13096116,13096103
13096152,13096149
13096188,13096188
13096224,13096224
13096260,13096257
13096296,13096290
13096332,13096331
13096368,13096362
13096404,13096403
13096440,13096431
13096476,13096473
13096512,13096501
13096548,13096555
13096584,13096580
13096620,13096622
13096656,13096652
13096692,13096690
13096728,13096727
13096764,13096758
13101084,13101085
13101120,13101122
13101156,13101152
13101192,13101194
13101228,13101227
13101264,13101260
13101300,13101295
13101336,13101340
13101372,13101370
13101408,13101405
13101444,13101451
13101480,13101479
13101516,13101508
13101552,13101551
13101588,13101585
13101624,13101621
13101660,13101660
13101696,13101683
13101732,13101732
13101768,13101762
13101804,13101804
13101840,13101840
13101876,13101861
13101912,13101912
13101948,13101949
13101984,13101984
13102020,13102015
13102056,13102060
13102092,13102094
13102128,13102122
13102164,13102163
13102200,13102204
13102236,13102239
13102272,13102275
13102308,13102306
13102344,13102347
13102380,13102385
13102416,13102424
13102452,13102453
13102488,13102488
13102524,13102524
13102560,13102558
13102596,13102595
13102632,13102631
13102668,13102664
13102704,13102702
13102740,13102738
13102776,13102776
13102812,13102810
13102848,13102848
13102884,13102884
13102920,13102920
13102956,13102965
13102992,13102994
13103028,13103019
13103064,13103056
13103100,13103102
13103136,13103139
13103172,13103169
13103208,13103208
13103244,13103242
13103280,13103278
13103316,13103317
13103352,13103346
13103388,13103383
13103424,13103425
13103460,13103455
13103496,13103495
13103532,13103532
13103568,13103556
13103604,13103605
13103640,13103638
13103676,13103683
13103712,13103722
13103748,13103739
13103784,13103783
13103820,13103816
13103856,13103854
13103892,13103885
13103928,13103921
13103964,13103953
13104000,13103995
13104036,13104036
13104072,13104072
13104108,13104119
13104144,13104149
13104180,13104173
13104216,13104214
13104252,13104257
13104288,13104289
13104324,13104324
13104360,13104353
13104396,13104394
13104432,13104419
13104468,13104473
13104504,13104505
13104540,13104541
13104576,13104573
13104612,13104604
13104648,13104646
13104684,13104685
13104720,13104725
13104756,13104752
13104792,13104783
13104828,13104828
13104864,13104866
13104900,13104898
13104936,13104937
13104972,13104979
13105008,13105005
13105044,13105045
13105080,13105080
13105116,13105117
13105152,13105152
13105188,13105191
13105224,13105222
13105260,13105251
13105296,13105296
13105332,13105332
13105368,13105366
13105404,13105401
13105440,13105440
13105476,13105467
13105512,13105516
13105548,13105545
13105584,13105581
13105620,13105617
13105656,13105647
13105692,13105692
13105728,13105728
13105764,13105766
13105800,13105799
13105836,13105836
13105872,13105879
13105908,13105905
13105944,13105943
13105980,13105976
13106016,13106013
13106052,13106050
13106088,13106079
13106124,13106121
13106160,13106160
13106196,13106199
13106232,13106232
13106268,13106275
13106304,13106305
13106340,13106336
13106376,13106374
13106412,13106415
13106448,13106454
13106484,13106488
13106520,13106521
13106556,13106561
13106592,13106592
13106628,13106628
13106664,13106667
13106700,13106699
13106736,13106733
13106772,13106764
13106808,13106802
13106844,13106844
13106880,13106878
13106916,13106923
13106952,13106946
13106988,13106976
13107024,13107016
13107060,13107055
13107096,13107090
13107132,13107128
13107168,13107168
13107204,13107201
13107240,13107236
13107276,13107276
13107312,13107309
13107348,13107349
13107384,13107383
13107420,13107417
13107456,13107456
13107492,13107486
13107528,13107524
13107564,13107557
13107600,13107597
13107636,13107631
13107672,13107670
13107708,13107701
13107744,13107737
13107780,13107786
13107816,13107825
13107852,13107857
13107888,13107887
13107924,13107912
13107960,13107962
13107996,13107994
13108032,13108028
13108068,13108068
13108104,13108104
13108140,13108145
13108176,13108184
13108212,13108212
13108248,13108243
13108284,13108283
13108320,13108312
13108356,13108353
13108392,13108385
13108428,13108430
13108464,13108468
13108500,13108497
13108536,13108536
13108572,13108572
13108608,13108609
13108644,13108642
13108680,13108683
13108716,13108712
13108752,13108755
13108788,13108792
13108824,13108822
13108860,13108860
13108896,13108895
13108932,13108932
13108968,13108969
13109004,13109004
13109040,13109037
13109076,13109078
13109112,13109112
13109148,13109157
13109184,13109177
13109220,13109227
13109256,13109256
13109292,13109294
13109328,13109323
13109364,13109360
13109400,13109400
13109436,13109435
13109472,13109464
13109508,13109507
13109544,13109543
13109580,13109576
13109616,13109619
13109652,13109656
13109688,13109682
13109724,13109721
13109760,13109756
13109796,13109795
13109832,13109835
13109868,13109868
13109904,13109902
13109940,13109936
13109976,13109981
13110012,13110016
13110048,13110048
13110084,13110076
13110120,13110122
13110156,13110155
13110192,13110186
13110228,13110233
13110264,13110264
13110300,13110292
13110336,13110333
13110372,13110370
13110408,13110404
13110444,13110445
13110480,13110483
13110516,13110513
13110552,13110560
13110588,13110588
13110624,13110631
13110660,13110660
13110696,13110699
13110732,13110737
13110768,13110764
13110804,13110807
13110840,13110834
13110876,13110874
13110912,13110911
13110948,13110950
13110984,13110974
13111020,13111019
13111056,13111054
13111092,13111082
13111128,13111118
13111164,13111161
13111200,13111191
13111236,13111236
13111272,13111265
13111308,13111304
13111344,13111339
13111380,13111380
13111416,13111416
13111452,13111440
13111488,13111476
13111524,13111525
13111560,13111553
13111596,13111596
13111632,13111632
13111668,13111667
13111704,13111703
13111740,13111740
13111776,13111769
13111812,13111811
13111848,13111848
13111884,13111885
13111920,13111921
13111956,13111954
13111992,13111991
13112028,13112028
13112064,13112059
13112100,13112099
13112136,13112136
13112172,13112169
13119192,13119195
13119228,13119237
13119264,13119258
13119300,13119303
13119336,13119329
13119372,13119367
13119408,13119409
13119444,13119449
13119480,13119480
13119516,13119512
13119552,13119555
13119588,13119589
13119624,13119624
13119660,13119651
13119696,13119695
13119732,13119726
13119768,13119759
13119804,13119801
13119840,13119847
13119876,13119878
13119912,13119911
13119948,13119947
13119984,13119982
13120020,13120020
13120056,13120053
13120092,13120085
13120128,13120123
13120164,13120165
13120200,13120200
13120236,13120229
13120272,13120270
13120308,13120308
13120344,13120339
13120380,13120386
13120416,13120410
13120452,13120449
13120488,13120494
13120524,13120520
13120560,13120551
13120596,13120590
13120632,13120627
13120668,13120670
13120704,13120704
13120740,13120738
13120776,13120774
13120812,13120811
13120848,13120852
13120884,13120881
13120920,13120915
13120956,13120953
13120992,13120989
13121028,13121028
13121064,13121061
13121100,13121097
13121136,13121131
13121172,13121167
13121208,13121204
13121244,13121244
13121280,13121281
13121316,13121316
13121352,13121343
13121388,13121391
13121424,13121436
13121460,13121457
13121496,13121489
13121532,13121532
13121568,13121571
13121604,13121600
13121640,13121641
13121676,13121675
13121712,13121716
13121748,13121748
13121784,13121784
13121820,13121811
13121856,13121853
13121892,13121892
13121928,13121937
13121964,13121966
13122000,13122000
13122036,13122029
13122072,13122069
13122108,13122096
13122144,13122135
13122180,13122173
13122216,13122210
13122252,13122248
13122288,13122281
13122324,13122323
13122360,13122352
13122396,13122397
13122432,13122426
13122468,13122466
13122504,13122501
13122540,13122534
13122576,13122576
13122612,13122607
13122648,13122648
13122684,13122680
13122720,13122718
13122756,13122752
13122792,13122798
13122828,13122830
13122864,13122875
13122900,13122892
13122936,13122942
13122972,13122972
13123008,13123009
13123044,13123043
13123080,13123079
13123116,13123113
13123152,13123154
13128408,13128416
13128444,13128433
13128480,13128479
13128516,13128503
13128552,13128541
13128588,13128585
13128624,13128628
13128660,13128655
13128696,13128701
13128732,13128730
13128768,13128768
13128804,13128802
13128840,13128843
13128876,13128874
13128912,13128916
13128948,13128942
13128984,13128978
13129020,13129018
13129056,13129049
13129092,13129085
13129128,13129128
13129164,13129164
13129200,13129193
13129236,13129239
13129272,13129268
13129308,13129308
13129344,13129337
13129380,13129376
13129416,13129419
13129452,13129456
13129488,13129481
13129524,13129520
13129560,13129556
13129596,13129591
13129632,13129634
13129668,13129665
13129704,13129708
13129740,13129730
13129776,13129776
13129812,13129814
13129848,13129842
13129884,13129881
13129920,13129913
13129956,13129951
13129992,13129985
13130028,13130031
13130064,13130058
13130100,13130106
13130136,13130139
13130172,13130167
13130208,13130206
13130244,13130236
13130280,13130270
13130316,13130318
13130352,13130352
13130388,13130388
13130424,13130429
13130460,13130459
13130496,13130494
13130532,13130531
13130568,13130571
13130604,13130596
13130640,13130638
13130676,13130683
13130712,13130711
13130748,13130744
13130784,13130790
13130820,13130819
13130856,13130859
13130892,13130889
13130928,13130929
13130964,13130960
13131000,13131000
13131036,13131038
13131072,13131064
13131108,13131103
13131144,13131144
13131180,13131181
13131216,13131213
13131252,13131254
13131288,13131294
13131324,13131321
13131360,13131354
13131396,13131396
13131432,13131430
13131468,13131468
13131504,13131507
13131540,13131537
13131576,13131578
13131612,13131614
13131648,13131644
13131684,13131674
13131720,13131710
13131756,13131761
13131792,13131805
13131828,13131828
13131864,13131864
13131900,13131901
13131936,13131933
13131972,13131971
13132008,13132003
13132044,13132044
13132080,13132081
13132116,13132117
13132152,13132145
13132188,13132192
13132224,13132225
13132260,13132258
13132296,13132295
13132332,13132325
13132368,13132366
13132404,13132402
13132440,13132444
13132476,13132475
13132512,13132510
13132548,13132547
13132584,13132583
13132620,13132615
13132656,13132656
13132692,13132687
13132728,13132725
13132764,13132755
13132800,13132800
13132836,13132835
13132872,13132865
13132908,13132904
13132944,13132947
13132980,13132977
13133016,13133006
13133052,13133058
13133088,13133092
13133124,13133122
13133160,13133156
13133196,13133190
13133232,13133230
13133268,13133266
13133304,13133295
13133340,13133339
13133376,13133375
13133412,13133414
13133448,13133447
13133484,13133472
13133520,13133517
13133556,13133547
13133592,13133591
13133628,13133624
13133664,13133664
13136616,13136620
13136652,13136646
13136688,13136677
13136724,13136725
13136760,13136761
13136796,13136793
13136832,13136825
13136868,13136852
13136904,13136902
13136940,13136940
13136976,13136971
13137012,13137009
13137048,13137041
13137084,13137080
13137120,13137117
13137156,13137150
13137192,13137188
13137228,13137222
13137264,13137266
13137300,13137300
13137336,13137329
13137372,13137364
13137408,13137410
13137444,13137445
13137480,13137477
13137516,13137509
13137552,13137543
13137588,13137583
13137624,13137622
13137660,13137656
13137696,13137697
13137732,13137728
13137768,13137765
13137804,13137812
13137840,13137836
13137876,13137876
13137912,13137906
13137948,13137951
13137984,13137978
13138020,13138019
13138056,13138055
13138092,13138096
13138128,13138121
13138164,13138162
13138200,13138191
13138236,13138240
13138272,13138275
13138308,13138309
13138344,13138337
13138380,13138384
13138416,13138416
13138452,13138457
13138488,13138488
13138524,13138527
13138560,13138557
13138596,13138596
13138632,13138630
13138668,13138663
13138704,13138705
13138740,13138742
13138776,13138760
13138812,13138798
13138848,13138854
13138884,13138889
13138920,13138919
13138956,13138955
13138992,13138996
13139028,13139026
13139064,13139070
13139100,13139103
13139136,13139137
13139172,13139168
13139208,13139209
13139244,13139237
13139280,13139281
13139316,13139314
13139352,13139345
13139388,13139381
13139424,13139423
13139460,13139457
13139496,13139496
13139532,13139532
13139568,13139562
13139604,13139602
13139640,13139641
13139676,13139676
13139712,13139710
13139748,13139751
13139784,13139787
13139820,13139822
13139856,13139849
13139892,13139889
13139928,13139928
13139964,13139954
13140000,13140000
13140036,13140033
13140072,13140078
13140108,13140109
13140144,13140143
13140180,13140180
13144608,13144607
13144644,13144643
13144680,13144680
13144716,13144716
13144752,13144747
13144788,13144789
13144824,13144819
13144860,13144861
13144896,13144889
13144932,13144932
13144968,13144963
13145004,13145010
13145040,13145029
13145076,13145073
13145112,13145110
13145148,13145151
13145184,13145184
13145220,13145220
13145256,13145244
13145292,13145295
13145328,13145331
13145364,13145367
13145400,13145400
13145436,13145431
13145472,13145468
13145508,13145502
13145544,13145544
13145580,13145583
13145616,13145616
13145652,13145650
13145688,13145689
13145724,13145731
13145760,13145756
13145796,13145796
13145832,13145831
13145868,13145855
13145904,13145909
13145940,13145944
13145976,13145976
13146012,13146012
13146048,13146048
13146084,13146083
13146120,13146118
13146156,13146149
13146192,13146192
13146228,13146224
13146264,13146263
13146300,13146304
13146336,13146331
13146372,13146370
13146408,13146399
13146444,13146444
13146480,13146480
13146516,13146513
13146552,13146547
13146588,13146592
13146624,13146623
13146660,13146652
13146696,13146695
13146732,13146730
13146768,13146768
13146804,13146802
13146840,13146840
13146876,13146871
13146912,13146913
13146948,13146950
13146984,13146993
13147020,13147009
13147056,13147052
13147092,13147091
13147128,13147122
13147164,13147164
13147200,13147198
13147236,13147228
13147272,13147271
13147308,13147297
13147344,13147342
13147380,13147374
13147416,13147416
13147452,13147443
13147488,13147495
13147524,13147524
13147560,13147558
13147596,13147596
13147632,13147637
13147668,13147667
13147704,13147703
13147740,13147738
13147776,13147773
13147812,13147806
13147848,13147845
13147884,13147883
13147920,13147919
13147956,13147955
13147992,13147986
13148028,13148022
13148064,13148066
13148100,13148096
13148136,13148122
13148172,13148172
13148208,13148202
13148244,13148248
13148280,13148279
13148316,13148317
13148352,13148350
13148388,13148378
13148424,13148414
13148460,13148456
13148496,13148499
13148532,13148533
13148568,13148562
13148604,13148593
13148640,13148641
13148676,13148676
13148712,13148706
13148748,13148749
13148784,13148792
13148820,13148813
13148856,13148856
13148892,13148891
13148928,13148928
13148964,13148952
13149000,13149006
13152600,13152600
13152636,13152642
13152672,13152673
13152708,13152708
13152744,13152744
13152780,13152771
13152816,13152809
13152852,13152856
13152888,13152887
13152924,13152916
13152960,13152958
13152996,13152991
13153032,13153029
13153068,13153071
13153104,13153099
13153140,13153136
13153176,13153175
13153212,13153210
13153248,13153241
13153284,13153283
13153320,13153320
13153356,13153353
13153392,13153402
13153428,13153419
13153464,13153460
13153500,13153496
13153536,13153544
13153572,13153567
13153608,13153605
13153644,13153650
13153680,13153675
13153716,13153714
13153752,13153739
13153788,13153794
13153824,13153819
13153860,13153858
13153896,13153896
13153932,13153924
13153968,13153968
13154004,13154005
13154040,13154029
13154076,13154078
13154112,13154111
13154148,13154141
13154184,13154184
13154220,13154219
13154256,13154251
13154292,13154292
13154328,13154323
13154364,13154365
13154400,13154402
13154436,13154436
13154472,13154469
13154508,13154506
13154544,13154540
13154580,13154580
13154616,13154613
13154652,13154649
13154688,13154687
13154724,13154723
13154760,13154761
13154796,13154790
13154832,13154817
13154868,13154868
13154904,13154899
13154940,13154935
13154976,13154973
13155012,13155009
13155048,13155050
13155084,13155084
13155120,13155116
13155156,13155151
13155192,13155187
13155228,13155228
13155264,13155248
13155300,13155302
13155336,13155333
13160808,13160801
13160844,13160842
13160880,13160875
13160916,13160910
13160952,13160947
13160988,13160988
13161024,13161025
13161060,13161065
13161096,13161095
13161132,13161132
13161168,13161164
13161204,13161204
13161240,13161246
13161276,13161275
13161312,13161310
13161348,13161337
13161384,13161380
13161420,13161409
13161456,13161456
13161492,13161483
13161528,13161533
13161564,13161561
13161600,13161590
13161636,13161630
13161672,13161663
13161708,13161708
13161744,13161743
13161780,13161779
13161816,13161812
13161852,13161855
13161888,13161888
13161924,13161917
13161960,13161955
13161996,13162001
13162032,13162022
13162068,13162063
13162104,13162107
13162140,13162132
13162176,13162175
13162212,13162208
13162248,13162236
13162284,13162278
13162320,13162316
13162356,13162356
13162392,13162387
13162428,13162424
13162464,13162457
13162500,13162500
13162536,13162537
13162572,13162570
13162608,13162609
13162644,13162647
13162680,13162676
13162716,13162717
13162752,13162749
13162788,13162788
13162824,13162826
13162860,13162860
13162896,13162894
13162932,13162926
13162968,13162958
13163004,13163008
13163040,13163040
13163076,13163072
13163112,13163113
13163148,13163141
13163184,13163179
13163220,13163222
13163256,13163241
13163292,13163292
13163328,13163327
13163364,13163368
13163400,13163400
13163436,13163428
13163472,13163476
13163508,13163508
13163544,13163548
13163580,13163588
13163616,13163609
13163652,13163652
13163688,13163684
13163724,13163720
13163760,13163760
13163796,13163798
13163832,13163824
13163868,13163871
13163904,13163905
13163940,13163931
13163976,13163974
13164012,13164004
13164048,13164042
13164084,13164077
13164120,13164118
13164156,13164156
13164192,13164188
13164228,13164230
13164264,13164258
13164300,13164300
13164336,13164337
13164372,13164378
13164408,13164404
13164444,13164450
13164480,13164484
13164516,13164511
13164552,13164550
13164588,13164588
13164624,13164622
13164660,13164660
13164696,13164696
13164732,13164726
13164768,13164771
13164804,13164803
13164840,13164837
13164876,13164874
13164912,13164914
13164948,13164948
13164984,13164988
13165020,13165021
13165056,13165058
13165092,13165092
13165128,13165121
13165164,13165163
13165200,13165195
13165236,13165237
13165272,13165276
13165308,13165306
13165344,13165343
13165380,13165376
13165416,13165407
13165452,13165452
13165488,13165482
13165524,13165510
13168764,13168765
13168800,13168795
13168836,13168838
13168872,13168874
13168908,13168905
13168944,13168939
13168980,13168980
13169016,13169014
13169052,13169046
13169088,13169086
13169124,13169121
13169160,13169157
13169196,13169195
13169232,13169241
13169268,13169260
13169304,13169300
13169340,13169336
13169376,13169380
13169412,13169412
13169448,13169448
13169484,13169487
13169520,13169509
13169556,13169565
13169592,13169595
13169628,13169617
13169664,13169672
13169700,13169699
13169736,13169731
13169772,13169772
13169808,13169813
13169844,13169846
13169880,13169880
13169916,13169914
13169952,13169956
13169988,13169980
13170024,13170021
13170060,13170060
13170096,13170093
13170132,13170127
13170168,13170162
13175136,13175130
13175172,13175170
13175208,13175207
13175244,13175238
13175280,13175284
13175316,13175308
13175352,13175352
13175388,13175382
13175424,13175427
13175460,13175454
13175496,13175497
13175532,13175530
13175568,13175572
13175604,13175598
13175640,13175646
13175676,13175677
13175712,13175712
13175748,13175738
13175784,13175773
13175820,13175814
13175856,13175853
13175892,13175889
13175928,13175926
13175964,13175953
13176000,13175995
13176036,13176034
13176072,13176067
13176108,13176107
13176144,13176144
13176180,13176178
13176216,13176219
13176252,13176255
13176288,13176291
13176324,13176314
13176360,13176360
13176396,13176397
13176432,13176432
13176468,13176474
13176504,13176498
13176540,13176541
13176576,13176580
13176612,13176611
13176648,13176647
13176684,13176674
13176720,13176715
13176756,13176756
13176792,13176792
13176828,13176821
13176864,13176857
13176900,13176897
13176936,13176937
13176972,13176974
13177008,13177006
13177044,13177049
13177080,13177077
13177116,13177113
13177152,13177152
13177188,13177183
13177224,13177222
13177260,13177249
13177296,13177295
13177332,13177335
13177368,13177363
13177404,13177404
13177440,13177442
13177476,13177474
13177512,13177512
13177548,13177539
13177584,13177580
13177620,13177626
13177656,13177650
13177692,13177690
13177728,13177719
13177764,13177765
13177800,13177798
13177836,13177835
13177872,13177874
13177908,13177911
13177944,13177941
13177980,13177977
13178016,13178016
13178052,13178047
13178088,13178088
13178124,13178136
13178160,13178160
13178196,13178196
13178232,13178230
13178268,13178263
13178304,13178306
13178340,13178336
13178376,13178375
13178412,13178417
13178448,13178444
13178484,13178483
13178520,13178512
13178556,13178558
13178592,13178594
13178628,13178626
13178664,13178661
13178700,13178698
13178736,13178741
13178772,13178775
13178808,13178807
13178844,13178846
13178880,13178871
13178916,13178926
13178952,13178957
13178988,13178998
13179024,13179028
13179060,13179064
13179096,13179095
13179132,13179124
13179168,13179166
13179204,13179196
13179240,13179236
13179276,13179276
13179312,13179312
13179348,13179339
13179384,13179376
13179420,13179414
13179456,13179454
13179492,13179491
13179528,13179520
13179564,13179561
13179600,13179602
13179636,13179631
13179672,13179672
13179708,13179702
13179744,13179746
13179780,13179774
13179816,13179815
13179852,13179848
13179888,13179887
13179924,13179920
13179960,13179964
13179996,13179990
13180032,13180037
13180068,13180056
13180104,13180099
13180140,13180134
13180176,13180171
13180212,13180210
13180248,13180245
13180284,13180287
13180320,13180317
13180356,13180353
13180392,13180390
13180428,13180421
13180464,13180463
13180500,13180503
13180536,13180535
13180572,13180564
13180608,13180608
13180644,13180642
13180680,13180682
13180716,13180705
13180752,13180752
13180788,13180773
13180824,13180821
13180860,13180860
13180896,13180890
13180932,13180934
13180968,13180970
13181004,13181005
13181040,13181034
13181076,13181075
13181112,13181111
13181148,13181148
13181184,13181184
13181220,13181214
13181256,13181257
13181292,13181287
13181328,13181337
13181364,13181364
13181400,13181401
13181436,13181433
13181472,13181460
13181508,13181510
13181544,13181536
13186728,13186728
13186764,13186767
13186800,13186798
13186836,13186838
13186872,13186866
13186908,13186916
13186944,13186944
13186980,13186980
13187016,13187019
13187052,13187052
13187088,13187087
13187124,13187126
13187160,13187155
13187196,13187189
13187232,13187230
13187268,13187270
13187304,13187302
13187340,13187344
13187376,13187375
13187412,13187408
13187448,13187453
13187484,13187488
13187520,13187517
13187556,13187551
13187592,13187592
13187628,13187626
13187664,13187658
13187700,13187699
13187736,13187733
13187772,13187776
13187808,13187801
13187844,13187845
13187880,13187880
13187916,13187915
13187952,13187948
13187988,13187988
13188024,13188032
13188060,13188051
13188096,13188097
13188132,13188131
13188168,13188169
13188204,13188196
13188240,13188237
13188276,13188276
13188312,13188298
13188348,13188349
13188384,13188379
13188420,13188419
13188456,13188450
13188492,13188486
13188528,13188525
13188564,13188563
13188600,13188598
13188636,13188636
13188672,13188672
13188708,13188709
13188744,13188743
13188780,13188774
13188816,13188805
13188852,13188853
13188888,13188888
13188924,13188920
13188960,13188960
13188996,13188989
13189032,13189044
13189068,13189078
13189104,13189100
13189140,13189138
13189176,13189176
13189212,13189210
13189248,13189246
13189284,13189285
13189320,13189320
13189356,13189362
13189392,13189392
13189428,13189428
13189464,13189459
13189500,13189498
13189536,13189532
13189572,13189574
13189608,13189621
13189644,13189640
13189680,13189673
13189716,13189715
13189752,13189744
13189788,13189780
13189824,13189821
13189860,13189861
13189896,13189896
13189932,13189929
13189968,13189972
13190004,13190002
13190040,13190036
13190076,13190076
13190112,13190100
13190148,13190148
13190184,13190187
13194144,13194143
13194180,13194183
13194216,13194215
13194252,13194242
13194288,13194290
13194324,13194317
13194360,13194364
13194396,13194396
13194432,13194428
13194468,13194466
13194504,13194499
13194540,13194541
13194576,13194576
13194612,13194603
13194648,13194648
13194684,13194681
13194720,13194720
13194756,13194756
13194792,13194794
13199796,13199795
13199832,13199824
13199868,13199870
13199904,13199898
13199940,13199933
13199976,13199979
13200012,13200009
13200048,13200053
13200084,13200077
13200120,13200120
13200156,13200156
13200192,13200200
13200228,13200217
13200264,13200260
13200300,13200311
13200336,13200331
13200372,13200366
13200408,13200404
13200444,13200439
13200480,13200480
13200516,13200514
13200552,13200552
13200588,13200581
13200624,13200632
13200660,13200652
13200696,13200694
13200732,13200729
13200768,13200766
13200804,13200798
13200840,13200837
13200876,13200878
13200912,13200902
13200948,13200947
13200984,13200977
13201020,13201028
13201056,13201069
13201092,13201089
13201128,13201121
13201164,13201174
13201200,13201197
13201236,13201240
13201272,13201256
13201308,13201297
13201344,13201341
13201380,13201372
13201416,13201416
13201452,13201447
13201488,13201493
13201524,13201515
13201560,13201562
13201596,13201600
13201632,13201633
13201668,13201663
13201704,13201701
13201740,13201733
13201776,13201779
13201812,13201814
13201848,13201846
13201884,13201886
13201920,13201918
13201956,13201966
13201992,13201990
13202028,13202024
13202064,13202067
13202100,13202103
13202136,13202137
13202172,13202169
13202208,13202208
13202244,13202244
13202280,13202278
13202316,13202305
13202352,13202345
13202388,13202384
13202424,13202424
13202460,13202460
13202496,13202493
13202532,13202529
13202568,13202570
13202604,13202596
13202640,13202644
13202676,13202672
13202712,13202710
13202748,13202742
13202784,13202783
13202820,13202809
13202856,13202854
13202892,13202885
13202928,13202916
13202964,13202964
13203000,13203006
13203036,13203036
13203072,13203064
13203108,13203112
13203144,13203142
13203180,13203178
13203216,13203221
13203252,13203255
13203288,13203294
13203324,13203326
13203360,13203361
13203396,13203396
13203432,13203428
13203468,13203467
13203504,13203502
13203540,13203541
13203576,13203585
13203612,13203607
13203648,13203648
13203684,13203681
13203720,13203714
13203756,13203756
13203792,13203784
13203828,13203824
13203864,13203855
13203900,13203897
13203936,13203933
13203972,13203967
13204008,13204018
13204044,13204042
13204080,13204076
13204116,13204109
13204152,13204142
13204188,13204185
13204224,13204216
13204260,13204254
13204296,13204289
13204332,13204337
13204368,13204358
13204404,13204401
13204440,13204430
13204476,13204482
13204512,13204503
13204548,13204545
13204584,13204569
13204620,13204620
13204656,13204659
13204692,13204704
13204728,13204722
13204764,13204768
13204800,13204799
13204836,13204834
13204872,13204876
13204908,13204904
13204944,13204944
13204980,13204982
13205016,13205016
13205052,13205052
13205088,13205073
13205124,13205122
13205160,13205160
13205196,13205202
13205232,13205227
13205268,13205263
13205304,13205304
13205340,13205340
13205376,13205365
13205412,13205409
13205448,13205438
13205484,13205484
13205520,13205514
13205556,13205552
13205592,13205587
13205628,13205621
13205664,13205663
13205700,13205692
13205736,13205735
13205772,13205772
13205808,13205812
13205844,13205847
13208904,13208901
13208940,13208941
13208976,13208973
13209012,13209011
13209048,13209050
13209084,13209091
13209120,13209114
13209156,13209150
13209192,13209184
13209228,13209230
13209264,13209260
13209300,13209296
13209336,13209334
13209372,13209368
13209408,13209393
13209444,13209440
13209480,13209474
13209516,13209515
13209552,13209547
13209588,13209586
13209624,13209621
13209660,13209658
13209696,13209696
13209732,13209725
13209768,13209770
13209804,13209810
13209840,13209843
13209876,13209877
13209912,13209912
13209948,13209944
